"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"Clarke Macarthur","8-9","BUF","L","71","785.77","11","8","19","16","1.45","1.22","20.74","1.58","719","698","21","50.74","2.21","29","33","-4","46.77","-1.12","29.01","26.03","2.98","52.71","2.42","18","15","-3","144","11","8.41","0.64","12.79","98.65","45.32","25.2","29.63","48.75","28.97","49.59"
"Claude Giroux","8-9","PHI","R","42","520","7","13","20","15","2.31","1.73","21.56","2.49","492","472","20","51.04","4.75","25","18","7","58.14","8.53","21.06","19.13","1.93","52.4","3.78","5","11","6","105","12.12","5.63","0.65","12.07","102.11","50.21","27.81","28.87","46.58","28.72","49.49"
"Claude Lemieux","8-9","S.J","R","18","136.17","--","1","1","--","0.44","--","1.5","0.66","109","90","19","54.77","-1.26","2","7","-5","22.22","-39.54","4.4","4.29","0.11","50.63","-7.83","5","1","-4","29","12.78","0.94","0.41","--","89.33","60.71","16.61","27.24","53","27.37","48.97"
"Clay Wilson","8-9","CBJ/ ATL","D","7","52.68","--","--","--","--","--","--","0.08","0.09","42","39","3","51.85","-3.18","--","3","-3","--","-47.62","1.6","2.34","-0.74","40.61","-13.84","--","--","--","6","6.83","0.33","0.38","--","88.46","36.67","16.76","27.03","49.09","28.27","50"
"Cody Bass","8-9","OTT","C","12","65.32","--","--","--","--","--","--","-0.32","-0.29","43","55","-12","43.88","-6.47","1","3","-2","25","-29.29","1.65","2.66","-1.01","38.28","-13.17","3","4","1","9","8.27","0.65","0.6","--","93.82","66.67","11.92","27.28","49.11","26.73","48.61"
"Cody Mccormick","8-9","COL","C","55","496.37","1","10","11","9","1.33","1.09","6.97","0.84","372","446","-74","45.48","-0.3","16","22","-6","42.11","1.98","14.04","17.14","-3.1","45.03","-0.9","25","16","-9","95","11.48","4.2","0.51","1.59","97.18","46.48","19.91","28.72","46.37","27.93","50.31"
"Cody Mcleod","8-9","COL","L","79","805.13","15","5","20","18","1.49","1.34","12.78","0.95","627","806","-179","43.75","-3.56","29","35","-6","45.31","4.49","25.52","32.23","-6.71","44.19","-3.75","42","33","-9","177","13.19","8.84","0.66","13.76","99.95","44.07","22.26","28.93","47.68","28.55","50.2"
"Colby Armstrong","8-9","ATL","R","82","1001.32","18","17","35","26","2.1","1.56","34.09","2.04","883","888","-5","49.86","4.99","46","38","8","54.76","9.67","37.46","39.52","-2.06","48.66","2.64","26","21","-5","185","11.09","10.89","0.65","15.13","102.1","40.11","27.69","29.17","45.41","28.99","49.92"
"Colin Fraser","8-9","CHI","C","81","618.95","5","7","12","9","1.16","0.87","16.45","1.59","498","469","29","51.5","-4.55","18","19","-1","48.65","-7","21.53","18.19","3.34","54.2","0.65","16","24","8","85","8.24","4.91","0.48","7.94","98.72","45.5","17.15","26.28","52.95","27.63","49.63"
"Colin (John) White","8-9","N.J","D","71","1063.15","1","9","10","3","0.56","0.17","19.9","1.12","963","837","126","53.5","1.66","45","41","4","52.33","-2.64","39.91","33.27","6.64","54.54","2.18","18","9","-9","117","6.6","2.57","0.15","1.61","99.5","48.69","32.59","27.88","52.44","29.19","49.32"
"Colin Stuart","8-9","ATL","L","33","310.37","2","2","4","2","0.77","0.39","3.8","0.73","241","285","-44","45.82","0.22","10","11","-1","47.62","-4.07","10.38","11.14","-0.76","48.23","1.28","7","10","3","67","12.95","2.7","0.52","5.26","100.22","38.6","21.96","28.6","46.87","28.81","50.25"
"Colton Gillies","8-9","MIN","C","45","350.37","2","4","6","4","1.03","0.68","-0.02","--","235","329","-94","41.67","-5.54","7","11","-4","38.89","-8.73","7.6","11.69","-4.09","39.4","-7.3","10","6","-4","44","7.53","1.58","0.27","10.53","99.96","43.59","16.92","28.11","46.97","27.67","50.11"
"Colton Orr","8-9","NYR","R","82","514.78","1","4","5","2","0.58","0.23","-2.29","-0.27","356","432","-76","45.18","-8.5","7","23","-16","23.33","-26.88","15.5","18.98","-3.48","44.95","-7.89","46","28","-18","69","8.04","4.09","0.48","2.56","94.18","43.56","14.21","26.51","51.21","28.13","49.24"
"Connor James","8-9","PIT","L","1","8.07","--","--","--","--","--","--","0.15","1.12","7","7","--","50","-7.89","--","--","--","--","--","0.29","0.18","0.11","61.7","3.9","--","1","1","1","7.43","0.03","0.22","--","100","60","19.24","26.99","47.6","28.07","47.43"
"Corey Perry","8-9","ANA","R","78","1114.38","20","25","45","38","2.42","2.05","62.28","3.35","1123","874","249","56.23","8.45","62","42","20","59.62","10.54","52.9","37.85","15.05","58.29","11.7","38","34","-4","319","17.18","19.45","1.05","9.71","101.78","56.02","32.16","32.03","48.65","29.64","50.35"
"Corey Potter","8-9","NYR","D","5","58.78","1","1","2","2","2.04","2.04","1.8","1.84","59","63","-4","48.36","-2.51","2","3","-1","40","16.92","2.53","2.99","-0.46","45.83","-4.2","--","--","--","6","6.12","0.2","0.2","25","96.73","54.17","27.99","27.13","51.42","28.88","52.22"
"Cory Murphy","8-9","FLA/ T.B","D","32","383.73","1","4","5","4","0.78","0.63","7.7","1.2","351","341","10","50.72","3.18","13","8","5","61.9","15.67","13.02","14.19","-1.17","47.85","-0.92","4","1","-3","82","12.82","1.58","0.25","3.12","103.02","62.2","27.58","27.13","47.28","28.66","49.2"
"Cory Sarich","8-9","CGY","D","75","1055.67","1","14","15","8","0.85","0.45","24.2","1.38","993","780","213","56.01","0.61","41","28","13","59.42","9.65","39.4","30.22","9.18","56.59","4.47","36","12","-24","140","7.96","2.89","0.16","2.27","101.36","56.28","32.08","27.72","55.14","28.87","49.46"
"Cory Stillman","8-9","FLA","L","63","774.6","8","16","24","18","1.86","1.39","21.57","1.67","679","743","-64","47.75","-0.4","37","26","11","58.73","7.22","26.8","29.37","-2.57","47.71","-0.74","11","11","--","149","11.54","5.27","0.41","10.13","104.15","45.81","26.77","30.55","47.65","29.32","49.45"
"Craig Adams","8-9","CHI/ PIT","R","45","343.6","1","3","4","4","0.7","0.7","8.11","1.42","301","269","32","52.81","-1.74","5","9","-4","35.71","-25.55","11.01","11.14","-0.13","49.71","-4.96","4","7","3","72","12.57","2.87","0.5","2.38","96.46","58.7","16.97","27.42","52.56","27.92","49.52"
"Craig Conroy","8-9","CGY","C","81","960.73","9","29","38","29","2.37","1.81","51.34","3.21","1016","749","267","57.56","2.5","52","40","12","56.52","6.98","41.16","33.31","7.85","55.27","2.48","11","18","7","145","9.06","9.18","0.57","9.57","100.69","52.97","26.97","30.59","55.23","29.4","49.49"
"Craig Macdonald","8-9","CBJ","C","8","72.42","1","1","2","1","1.66","0.83","1.06","0.88","42","59","-17","41.58","-11.81","2","1","1","66.67","-9.8","1.58","2.41","-0.83","39.6","-14.1","--","--","--","9","7.46","0.31","0.26","16.67","105.21","51.52","21.79","28.2","51.4","28.66","50.19"
"Craig Rivet","8-9","BUF","D","64","932.25","1","10","11","6","0.71","0.39","5.97","0.38","782","890","-108","46.77","-4.34","40","34","6","54.05","3.74","34.08","37.01","-2.93","47.94","-5.89","28","13","-15","94","6.05","2.5","0.16","2.33","102.37","45.88","33.34","27.74","49.1","29.06","49.59"
"Craig Weller","8-9","MIN","R","36","230.12","--","2","2","1","0.52","0.26","-0.68","-0.18","149","227","-78","39.63","-7.13","4","7","-3","36.36","-8.53","3.91","7.19","-3.28","35.23","-11.35","13","13","--","43","11.21","1.2","0.31","--","99.79","45.28","14.45","27.06","46.44","27.04","50.15"
"Curtis Glencross","8-9","CGY","L","73","848.67","10","18","28","22","1.98","1.56","45.68","3.23","926","642","284","59.06","4.59","42","33","9","56","7.27","36.35","28.7","7.65","55.88","3.56","13","17","4","215","15.2","10.34","0.73","7.81","100.06","54.34","26.61","29.73","54.7","29.02","49.71"
"Dainius Zubrus","8-9","N.J","C","82","1033.75","13","12","25","21","1.45","1.22","34.77","2.02","991","799","192","55.36","3.92","43","37","6","53.75","-1.28","41.92","31.04","10.88","57.46","5.5","25","14","-11","167","9.69","9.58","0.56","13","99.98","52.44","27.57","29.83","51.31","29.22","49.33"
"Dan Boyle","8-9","S.J","D","77","1295.15","6","14","20","15","0.93","0.69","40.4","1.87","1265","977","288","56.42","3.37","47","43","4","52.22","0.57","53.5","38.54","14.96","58.13","2.43","20","18","-2","222","10.28","7.16","0.33","5.17","98.39","55.96","36.73","27.55","52.8","29.03","49.62"
"Dan Carcillo","8-9","ARI/ PHI","L","74","776.02","1","10","11","5","0.85","0.39","7.08","0.55","653","798","-145","45","-0.81","21","37","-16","36.21","-10.65","25.77","31.92","-6.15","44.67","-1.89","57","57","--","189","14.61","8.54","0.66","0.83","97.29","54.99","23.02","29.36","46.84","28.64","50.54"
"Dan Cleary","8-9","DET","R","73","914.27","9","18","27","18","1.77","1.18","39.12","2.57","956","721","235","57.01","-0.64","40","41","-1","49.38","-7.69","39.11","33.35","5.76","53.97","1.6","20","16","-4","188","12.34","11.39","0.75","7.32","98.24","52.84","27.7","30.86","57.8","29.67","49.98"
"Dan Fritsche","8-9","NYR/ MIN","C","50","474.87","2","6","8","6","1.01","0.76","3.7","0.47","359","444","-85","44.71","-4.47","10","18","-8","35.71","-13.14","13.31","19.22","-5.91","40.92","-7.64","5","5","--","85","10.74","4.37","0.55","4.35","98.15","47.67","20.81","28.92","48.22","28.45","50.07"
"Dan Girardi","8-9","NYR","D","82","1263.73","2","7","9","4","0.43","0.19","19.02","0.9","1269","1119","150","53.14","0.73","35","46","-11","43.21","-5.69","57.2","53.32","3.88","51.76","-0.31","13","7","-6","201","9.54","3.33","0.16","2.74","97.86","54.93","34.89","28.45","52.06","29.21","49.39"
"Dan Hamhuis","8-9","NSH","D","82","1370.82","--","13","13","8","0.57","0.35","9.1","0.4","1112","1273","-161","46.62","-4.03","45","59","-14","43.27","-8.83","46.28","56.19","-9.91","45.16","-4.64","18","17","-1","174","7.62","3.79","0.17","--","98.72","42.3","36.95","28.1","49.08","29.46","50.61"
"Dan Hinote","8-9","STL","R","51","416.45","1","2","3","1","0.43","0.14","-3.51","-0.51","260","396","-136","39.63","-9.97","13","22","-9","37.14","-11.82","10.31","15.3","-4.99","40.26","-11.13","15","20","5","36","5.19","1.99","0.29","4.55","97.7","45.11","18.58","28.45","47.52","28.12","50.99"
"Daniel Alfredsson","8-9","OTT","R","79","1053.1","13","25","38","28","2.17","1.6","44.01","2.51","1028","923","105","52.69","4.88","52","41","11","55.91","11.74","42.01","39.48","2.53","51.55","2.5","6","17","11","195","11.11","9.76","0.56","11.4","101.4","52.42","29.82","31.58","46.89","29.67","49.48"
"Daniel Briere","8-9","PHI","C","29","332.15","7","7","14","11","2.53","1.99","8.43","1.52","274","345","-71","44.26","-3.37","17","16","1","51.52","10.18","11.83","14.91","-3.08","44.24","-1.22","11","9","-2","61","11.02","3.43","0.62","22.58","102.7","50.27","26.35","29.57","48.16","28.93","49.96"
"Daniel Paille","8-9","BUF","L","73","752.45","12","13","25","21","1.99","1.67","19.44","1.55","575","681","-106","45.78","-4.35","34","34","--","50","-2.58","25.16","25.29","-0.13","49.87","-2.37","6","12","6","131","10.45","6.01","0.48","16.67","100.9","51.19","23.36","28.89","50.23","28.5","49.39"
"Daniel Sedin","8-9","VAN","L","81","1075.05","20","29","49","39","2.73","2.18","62.28","3.48","1027","874","153","54.02","6.74","57","28","29","67.06","15.66","45.93","38.47","7.46","54.42","6.65","7","23","16","320","17.86","15.8","0.88","11.17","104.37","53.7","30.4","31.59","45.3","29.83","50.05"
"Daniel Tjarnqvist","8-9","COL","D","37","483.6","2","2","4","2","0.5","0.25","5.67","0.7","403","393","10","50.63","3.2","16","14","2","53.33","7.5","16.72","13.53","3.19","55.27","6.78","3","1","-2","46","5.71","0.87","0.11","10.53","99.66","56.22","28.3","26.98","46.7","28.13","49.25"
"Daniel Winnik","8-9","ARI","C","48","509.17","1","4","5","2","0.59","0.24","7.38","0.87","390","394","-4","49.74","4.81","10","14","-4","41.67","-2.49","15.47","13.84","1.63","52.78","7.79","14","16","2","94","11.08","4.72","0.56","1.75","97.96","43.41","22.93","29.22","44.86","28.77","50.43"
"Dan Jancevski","8-9","DAL","D","3","43.18","--","--","--","--","--","--","-0.62","-0.86","27","45","-18","37.5","-16.03","2","2","--","50","16.67","1.16","1.77","-0.61","39.59","-6.17","--","--","--","5","6.95","0.04","0.06","--","104.07","29.41","30.26","27.57","51.47","28.43","50.25"
"Dan Lacouture","8-9","CAR","L","11","43.7","2","--","2","2","2.75","2.75","0.89","1.22","34","52","-18","39.53","-10.47","2","3","-1","40","-15.56","1.58","1.78","-0.2","47.02","1.74","2","2","--","5","6.86","0.48","0.66","50","101.43","60.71","9.53","25.72","50.5","28.16","49.12"
"Danny Syvret","8-9","PHI","D","2","18.85","--","--","--","--","--","--","-0.05","-0.16","20","19","1","51.28","15.04","1","2","-1","33.33","-16.67","0.96","1.04","-0.08","48","9.15","--","--","--","--","--","--","--","--","90.87","50","21.2","26.41","47.84","26.85","52.86"
"Dany Heatley","8-9","OTT","L","82","1191.25","22","19","41","34","2.07","1.71","43.12","2.17","1108","1073","35","50.8","2.48","55","54","1","50.46","5.87","46.18","46.83","-0.65","49.65","0.19","22","25","3","280","14.1","15.46","0.78","14.97","100.16","51.71","32.5","31.02","48.01","29.6","49.51"
"Darcy Hordichuk","8-9","VAN","L","72","391.08","4","1","5","4","0.77","0.61","0.03","--","225","343","-118","39.61","-10.87","11","9","2","55","-3.6","8.46","12.6","-4.14","40.17","-10.63","26","24","-2","40","6.14","2.37","0.36","16","104.51","37.5","12.44","26.5","46.98","26.72","49.2"
"Darcy Tucker","8-9","COL","R","63","749.87","6","5","11","8","0.88","0.64","12.52","1","606","637","-31","48.75","2.79","17","25","-8","40.48","-1.79","22.11","23.84","-1.73","48.12","0.43","20","26","6","131","10.48","5.9","0.47","7.59","97.36","50.51","26.09","28.98","46.06","28.53","50.33"
"Darren Helm","8-9","DET","C","16","178.93","--","1","1","--","0.34","--","6.69","2.24","197","124","73","61.37","2.46","4","10","-6","28.57","-28.57","8.49","6.1","2.39","58.19","4.78","2","8","6","38","12.74","2.06","0.69","--","91.3","62.92","24.37","27.11","57.39","27.93","48.62"
"Darren Mccarty","8-9","DET","R","13","66.15","1","--","1","1","0.91","0.91","0.03","0.03","40","62","-22","39.22","-17.24","1","2","-1","33.33","-25.76","1.54","3.11","-1.57","33.12","-15.81","5","5","--","6","5.44","0.24","0.22","16.67","96.94","59.38","11.94","26.06","55.05","26.96","49.02"
"Darroll Powe","8-9","PHI","C","60","566.5","4","5","9","6","0.95","0.64","6.86","0.73","441","509","-68","46.42","-1.54","15","26","-11","36.59","-19.27","17.3","21.12","-3.82","45.03","-5.14","11","9","-2","124","13.13","4.89","0.52","5.88","97.15","52.19","21.1","27.94","47.87","27.85","49.27"
"Darryl Sydor","8-9","PIT/ DAL","D","73","1017.78","2","7","9","4","0.53","0.24","16.85","0.99","899","834","65","51.88","2.62","40","42","-2","48.78","-2.89","36.89","34.9","1.99","51.39","1.84","8","6","-2","106","6.25","2.02","0.12","4","99.36","54.84","30.96","27.42","49.6","28.88","50.25"
"Dave Bolland","8-9","CHI","C","81","989","12","23","35","25","2.12","1.52","39.77","2.41","924","763","161","54.77","-0.64","48","39","9","55.17","2.13","39.93","36.07","3.86","52.54","-1.33","15","20","5","150","9.1","8.93","0.54","14.46","100.08","43.56","27.41","31.13","55.74","29.74","50.55"
"David Backes","8-9","STL","R","82","1005.63","22","16","38","27","2.27","1.61","38.14","2.28","871","856","15","50.43","3.48","47","46","1","50.54","3.11","36.69","31.03","5.66","54.18","6.56","38","29","-9","230","13.72","12.11","0.72","14.67","99.07","44.05","27.85","30.22","47.42","29.42","50.54"
"David Booth","8-9","FLA","L","72","934.83","18","22","40","32","2.57","2.05","48.78","3.13","928","858","70","51.96","7.8","50","34","16","59.52","10.63","36.8","34.96","1.84","51.28","6.79","15","24","9","289","18.55","13.16","0.84","10.47","102.93","47.28","28.22","30.99","45.28","29.56","49.75"
"David Clarkson","8-9","N.J","R","82","856.88","13","12","25","24","1.75","1.68","28.02","1.96","709","713","-4","49.86","-3.41","29","31","-2","48.33","-8.13","29.38","28.04","1.34","51.17","-2.95","41","38","-3","210","14.7","11.27","0.79","9.7","99.8","51.14","22.85","28.9","51.02","28.31","49.05"
"David Hale","8-9","ARI","D","48","619.82","3","4","7","6","0.68","0.58","-1.85","-0.18","454","614","-160","42.51","-3.87","24","36","-12","40","-3.1","18.44","24.73","-6.29","42.71","-3.3","10","11","1","54","5.23","0.83","0.08","15","98.82","35.21","27.79","27.03","46.98","28.45","50.35"
"David Jones","8-9","COL","R","40","427.62","6","3","9","8","1.26","1.12","7.26","1.02","337","394","-57","46.1","-0.32","12","19","-7","38.71","-11.29","13.07","15.45","-2.38","45.83","-3.7","2","12","10","58","8.14","3","0.42","16.22","96.62","53.46","23.53","29.59","46.25","29.01","50.48"
"David Koci","8-9","STL/ T.B","L","37","214.65","1","1","2","1","0.56","0.28","-0.57","-0.16","173","199","-26","46.51","-1.17","9","8","1","52.94","8.87","8.68","8.5","0.18","50.52","4.29","30","16","-14","24","6.71","1","0.28","7.69","101.36","59.76","13.24","25.92","47.08","27.49","49.45"
"David Krejci","8-9","BOS","C","81","961.53","14","33","47","33","2.93","2.06","50.45","3.15","898","826","72","52.09","2.12","56","22","34","71.79","17.02","39.41","32.12","7.29","55.1","5.75","10","13","3","153","9.55","10.18","0.64","12.84","106.3","49.8","25.73","29.09","49.85","28.93","49.45"
"David Legwand","8-9","NSH","C","73","999.4","12","14","26","19","1.56","1.14","28.95","1.74","906","870","36","51.01","2.53","34","37","-3","47.89","-0.92","37.14","38.03","-0.89","49.41","1.76","12","12","--","194","11.65","9.84","0.59","9.92","99.05","47.26","30.52","30.35","49.78","29.62","50.3"
"David Moss","8-9","CGY","R","80","842.95","11","12","23","19","1.64","1.35","45.31","3.23","986","634","352","60.86","6.94","40","43","-3","48.19","-5.2","38.9","29.58","9.32","56.8","4.65","11","13","2","259","18.44","12.16","0.87","7.48","96.64","53.83","23.92","29.7","53.78","28.74","49.59"
"David Perron","8-9","STL","L","81","861.87","11","20","31","25","2.16","1.74","35.82","2.49","699","693","6","50.22","2.88","41","22","19","65.08","20.8","31.5","28.62","2.88","52.4","3.81","18","34","16","184","12.81","10.58","0.74","10","103.84","60.57","24.17","29.05","47.32","28.7","50.35"
"David Schlemko","8-9","ARI","D","3","46.93","--","--","--","--","--","--","0.6","0.77","49","39","10","55.68","13.28","2","3","-1","40","20","1.59","1.89","-0.3","45.69","9.13","--","1","1","3","3.84","--","--","--","94.41","68.18","33.65","27.49","45.34","28.95","52.96"
"David Sloane","8-9","PHI","D","1","6.73","--","--","--","--","--","--","0.2","1.78","6","3","3","66.67","15.05","--","--","--","--","--","0.4","0.2","0.2","66.67","30.91","--","--","--","--","--","--","--","--","100","100","14.21","26.59","47.72","29.82","51.74"
"David Steckel","8-9","WSH","C","76","731.5","6","10","16","11","1.31","0.9","20.87","1.71","654","608","46","51.82","-4.29","20","24","-4","45.45","-7.73","26.29","25.9","0.39","50.37","-5.52","11","9","-2","156","12.8","6.88","0.56","6.82","98.25","51.03","21.63","27.52","53.58","28.36","49.15"
"David Van Der Gulik","8-9","CGY","L","6","48.05","--","2","2","1","2.5","1.25","3.04","3.8","53","31","22","63.1","11.57","2","3","-1","40","-14.17","2.01","0.98","1.03","67.22","19.53","--","--","--","13","16.23","0.57","0.71","--","84.63","61.54","17.85","26.17","55.86","27.61","48.19"
"Davis Drewiske","8-9","L.A","D","17","227.05","--","2","2","--","0.53","--","3.75","0.99","203","189","14","51.79","7.19","7","6","1","53.85","0.72","8.56","7.71","0.85","52.61","7.22","4","1","-3","34","8.98","0.86","0.23","--","100.23","49.54","30.58","28.35","50.55","29.02","50.3"
"Daymond Langkow","8-9","CGY","C","72","910.5","15","12","27","22","1.78","1.45","41.06","2.71","913","696","217","56.74","1.1","36","29","7","55.38","5.38","36.37","28.34","8.03","56.2","3.85","7","13","6","181","11.93","9.54","0.63","13.39","99.43","56.74","28.9","31.02","54.16","29.26","49.54"
"Dean Mcammond","8-9","OTT/ NYI","L","62","566.48","4","11","15","10","1.59","1.06","13.11","1.39","471","497","-26","48.66","-0.16","24","17","7","58.54","14.93","17.52","20.63","-3.11","45.92","-3.88","9","9","--","90","9.53","3.3","0.35","8.51","103.26","43.77","20.47","27.37","47.01","28.28","49.53"
"Denis Grebeshkov","8-9","EDM","D","72","1109.63","5","17","22","12","1.19","0.65","23.8","1.29","1066","1022","44","51.05","5","58","44","14","56.86","11.35","45.75","42.05","3.7","52.11","5.42","11","9","-2","86","4.65","2.4","0.13","14.71","102.75","48.32","34.11","28.47","47.11","29.11","50.12"
"Denis Jr .Gauthier","8-9","L.A","D","65","754.67","2","1","3","3","0.24","0.24","3.2","0.25","655","678","-23","49.14","-2.67","22","35","-13","38.6","-9.05","25.95","24.22","1.73","51.72","0.44","25","14","-11","96","7.63","1.58","0.13","5.88","96.65","48.5","26.42","26.53","50.99","28.36","50.01"
"Dennis Seidenberg","8-9","CAR","D","70","1119.67","3","14","17","9","0.91","0.48","20.75","1.11","1051","1043","8","50.19","-2.11","35","42","-7","45.45","-7.18","40.27","44.32","-4.05","47.61","-3.15","15","12","-3","161","8.63","3.18","0.17","3.95","98.42","49.1","35.81","28.41","52.93","28.97","49.28"
"Dennis Wideman","8-9","BOS","D","78","1361.32","5","15","20","10","0.88","0.44","33.38","1.47","1269","1181","88","51.8","1.9","71","38","33","65.14","9.24","54.31","48","6.31","53.08","3.56","11","10","-1","241","10.62","5","0.22","5.38","104.7","48.7","37.79","27.36","48.81","29.39","49.63"
"Derek Armstrong","8-9","L.A","C","56","464.98","4","4","8","6","1.03","0.77","6.53","0.84","376","381","-5","49.67","-0.19","10","21","-11","32.26","-13.37","13.52","14.97","-1.45","47.46","-2.83","19","15","-4","64","8.26","3.21","0.41","9.76","95.65","58.14","19","27.67","48.62","27.91","49.96"
"Derek Boogaard","8-9","MIN","L","51","247.23","--","3","3","2","0.73","0.49","-0.1","-0.02","162","219","-57","42.52","-6.22","6","3","3","66.67","17.69","5.45","7.64","-2.19","41.63","-8.71","26","21","-5","25","6.07","1.08","0.26","--","105.64","53.85","10.58","27.13","46.43","26.75","49"
"Derek Dorsett","8-9","CBJ","R","52","447.47","4","1","5","5","0.67","0.67","9.16","1.23","322","310","12","50.95","-2.38","11","11","--","50","-0.99","13.21","11.88","1.33","52.65","0.2","40","39","-1","88","11.8","4.79","0.64","7.02","98.79","51.44","19.15","28.75","51.17","28.45","49.86"
"Derek Joslin","8-9","S.J","D","12","126.72","--","--","--","--","--","--","1.32","0.63","118","101","17","53.88","-0.36","3","6","-3","33.33","-34.67","5.43","4.38","1.05","55.35","-2.05","3","2","-1","18","8.52","0.8","0.38","--","93.7","60.47","23.76","28.26","54.48","28.76","49.35"
"Derek Mackenzie","8-9","CBJ","C","1","7.25","--","--","--","--","--","--","-0.02","-0.17","8","4","4","66.67","8.48","--","1","-1","--","-75","0.12","0.25","-0.13","32.43","-31.29","1","--","-1","2","16.55","0.05","0.41","--","75","50","16.51","27.66","52.41","27.26","46.57"
"Derek Meech","8-9","DET","D","41","387.83","2","4","6","6","0.93","0.93","9.33","1.44","360","297","63","54.79","-2.68","14","24","-10","36.84","-14.75","12.87","15.79","-2.92","44.91","-8.61","4","1","-3","74","11.45","2.3","0.36","5","93.89","62.8","20.48","25.83","55.8","27.36","49.41"
"Derek Morris","8-9","ARI/ NYR","D","75","1178.45","3","9","12","8","0.61","0.41","8.32","0.42","1035","1192","-157","46.48","-0.77","34","46","-12","42.5","-5.87","39.95","48.15","-8.2","45.35","-3.8","17","12","-5","168","8.55","3.51","0.18","4.11","99.41","57.16","34.64","27.64","47.73","29.16","50.05"
"Derek Peltier","8-9","COL","D","11","131.12","--","--","--","--","--","--","-0.02","-0.01","113","122","-9","48.09","2.04","3","7","-4","30","3.91","4.05","5.05","-1","44.51","0.74","1","--","-1","10","4.58","0.26","0.12","--","94.32","63.49","25.31","25.79","48.87","27.59","48.03"
"Derek Roy","8-9","BUF","C","82","1096.97","16","20","36","30","1.97","1.64","38.02","2.08","982","998","-16","49.6","0.5","46","44","2","51.11","0.62","41.95","38.31","3.64","52.27","1.58","13","27","14","224","12.25","12.29","0.67","12.12","100.33","50","30.39","30.17","48.6","29.44","49.78"
"Derick Brassard","8-9","CBJ","C","31","321.57","7","9","16","11","2.99","2.05","19.75","3.69","303","221","82","57.82","6.08","23","10","13","69.7","21.75","11.34","7.67","3.67","59.65","6.41","5","9","4","56","10.45","2.57","0.48","22.58","106.22","63.64","23.74","30.08","51.63","29.04","49.61"
"Devin Setoguchi","8-9","S.J","R","81","1038.15","18","20","38","30","2.2","1.73","53.58","3.1","1022","868","154","54.07","-0.47","50","39","11","56.18","7.11","50.7","36.78","13.92","57.96","1.81","11","31","20","322","18.61","17.79","1.03","9.89","100.9","54.35","28.07","31.48","54.78","29.92","49.79"
"Dion Phaneuf","8-9","CGY","D","79","1348.13","7","15","22","14","0.98","0.62","42.77","1.9","1450","1198","252","54.76","-1.37","74","69","5","51.75","0.16","58.39","54.4","3.99","51.77","-3.41","23","28","5","330","14.69","6.61","0.29","4.83","99.64","58.52","38.93","28.23","55.79","29.16","49.41"
"Dj King","8-9","STL","L","1","8.3","--","1","1","1","7.23","7.23","0.3","2.17","3","11","-8","21.43","-27.78","1","1","--","50","-50","0.1","0.44","-0.34","18.52","-33.35","--","--","--","1","7.23","0.02","0.14","--","188.89","--","17.77","26.6","44.31","26.48","47.98"
"Dmitri Kalinin","8-9","NYR/ ARI","D","72","1016.1","1","10","11","4","0.65","0.24","9.75","0.58","907","943","-36","49.03","-2.88","37","45","-8","45.12","-2.14","39.54","42.67","-3.13","48.1","-3.22","10","8","-2","118","6.97","2.33","0.14","2.27","99.01","57.81","31.29","27.14","51.12","28.66","49.67"
"Dominic Moore","8-9","TOR/ BUF","C","80","964.37","8","25","33","23","2.05","1.43","36.07","2.24","964","877","87","52.36","1.33","49","45","4","52.13","4.09","45.01","37.12","7.89","54.8","4.93","34","22","-12","229","14.25","11.99","0.75","6.67","99.84","54.56","26.71","30.01","50.32","28.89","49.51"
"Donald Brashear","8-9","WSH","L","63","512.6","1","3","4","3","0.47","0.35","4.38","0.51","416","419","-3","49.82","-6.14","8","14","-6","36.36","-19.31","15.84","16.25","-0.41","49.36","-6.28","32","25","-7","69","8.08","3.01","0.35","2.33","97.62","53.51","18.37","27.29","52.01","27.73","48.9"
"Doug Janik","8-9","DAL/ MTL","D","15","134.43","--","1","1","--","0.45","--","-1.23","-0.55","90","132","-42","40.54","-6.86","4","7","-3","36.36","-15.91","3.23","5.37","-2.14","37.56","-6.92","1","1","--","11","4.91","0.17","0.08","--","98.41","42.42","19.78","26.65","49.66","28.53","49.44"
"Douglas Murray","8-9","S.J","D","75","1079.88","--","6","6","1","0.33","0.06","15.93","0.89","906","792","114","53.36","-0.95","36","32","4","52.94","0.74","37.28","31.98","5.3","53.83","-3.33","13","10","-3","123","6.83","2.14","0.12","--","100.24","56.56","31.57","28.14","54.39","28.85","49.86"
"Doug Weight","8-9","NYI","C","53","671.6","5","9","14","11","1.25","0.98","5.51","0.49","588","725","-137","44.78","1.28","20","33","-13","37.74","0.89","24.03","30.77","-6.74","43.85","1.38","17","16","-1","97","8.67","4.5","0.4","8.77","97.46","50.9","28.86","30.05","46.3","29.35","49.5"
