"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"Danny Dekeyser","18-19","DET","D","52","945.27","4","12","16","13","1.02","0.83","15.78","1","852","912","-60","48.3","2.7","44","37","7","54.32","11.8","35.23","40.45","-5.22","46.55","4.29","15","8","-7","122","7.74","2.55","0.16","7.27","102.13","43.61","36.92","28.21","47.65","29.64","50.11"
"Danny O'regan","18-19","BUF","C","1","11.05","--","--","--","--","--","--","0.16","0.87","9","9","--","50","-4.17","--","--","--","--","--","0.47","0.23","0.24","67.14","0.37","--","--","--","3","16.29","0.35","1.9","--","100","100","23.52","28.17","47.76","28.4","49.32"
"Dante Fabbro","18-19","NSH","D","4","48.8","1","--","1","1","1.23","1.23","1.52","1.87","42","37","5","53.16","0.53","1","2","-1","33.33","-26.67","1.64","1.26","0.38","56.55","3.29","--","--","--","7","8.61","0.08","0.1","20","94.17","50","24.48","27.17","50.84","27.88","49.37"
"Danton Heinen","18-19","BOS","C/L","77","948.78","10","16","26","22","1.64","1.39","35.02","2.21","912","808","104","53.02","-0.33","37","21","16","63.79","13.79","34.93","30.57","4.36","53.33","1.82","5","7","2","180","11.38","8.93","0.56","10.31","102.57","55.38","25.28","29.35","52.92","28.56","49.61"
"Darnell Nurse","18-19","EDM","D","82","1556.43","8","18","26","17","1","0.66","21.15","0.82","1307","1524","-217","46.17","-2.95","62","73","-11","45.93","2.01","56.11","72.15","-16.04","43.75","-4.73","21","12","-9","313","12.07","6.6","0.25","5.06","100.03","45.69","38.57","28.77","48.08","29.07","50.21"
"Darren Archibald","18-19","VAN/ OTT","R","12","88.3","1","1","2","1","1.36","0.68","0.49","0.33","61","84","-23","42.07","-9.03","3","6","-3","33.33","-4.17","1.88","3.08","-1.2","37.9","-9.28","3","2","-1","11","7.47","0.72","0.49","10","94.87","43.33","15.73","28.11","47.25","27.58","49.04"
"Darren Helm","18-19","DET","C","61","751.45","6","7","13","13","1.04","1.04","11.55","0.92","673","746","-73","47.43","-0.22","23","34","-11","40.35","-5.46","25.42","31.5","-6.08","44.66","0.2","9","7","-2","163","13.01","7.22","0.58","6.74","98.17","43.75","25.23","29.96","46.65","29.31","50.19"
"David Backes","18-19","BOS","R","70","764.8","5","7","12","8","0.94","0.63","25.36","1.99","735","639","96","53.49","0.03","21","12","9","63.64","9.9","26.67","23.38","3.29","53.29","0.88","9","14","5","174","13.65","7.31","0.57","4.31","101.57","46.44","22.28","28.65","51.54","27.9","49.26"
"David Kampf","18-19","CHI","C","61","711.95","4","13","17","13","1.43","1.1","16.21","1.37","613","629","-16","49.36","0.56","23","24","-1","48.94","-3.08","24.76","26.19","-1.43","48.6","4.85","2","3","1","110","9.27","6","0.51","6.45","100.06","35.87","23.66","28.28","49.41","28.65","50.42"
"David Krejci","18-19","BOS","C","81","1139.88","12","35","47","35","2.47","1.84","56.8","2.99","1146","903","243","55.93","4.13","56","40","16","58.33","5.33","44.9","37.79","7.11","54.3","3.19","4","16","12","175","9.21","8.67","0.46","11.01","101.37","62.59","28.92","29.69","52.59","28.8","49.54"
"David Pastrnak","18-19","BOS","R","66","946.78","20","18","38","31","2.41","1.96","51.38","3.26","986","808","178","54.96","3.16","52","39","13","57.14","3.07","40.64","32.75","7.89","55.38","4.03","11","23","12","262","16.6","11.69","0.74","13.61","101.18","62.9","29.45","30.26","53.63","29.75","49.71"
"David Perron","18-19","STL","L","57","789.43","14","15","29","23","2.2","1.75","26.56","2.02","678","682","-4","49.85","-0.77","36","28","8","56.25","5","28.94","28.83","0.11","50.1","-2.2","20","10","-10","145","11.02","6.72","0.51","16.67","102.19","47.4","28.97","30.07","51.93","29.15","50.06"
"David Savard","18-19","CBJ","D","81","1414.28","7","13","20","14","0.85","0.59","28","1.19","1254","1276","-22","49.57","-0.81","68","50","18","57.63","9.14","57.17","50.51","6.66","53.09","4.13","12","7","-5","215","9.12","5.21","0.22","6.36","102.15","45.95","35.05","27.47","49.87","28.79","49.8"
"David Schlemko","18-19","MTL","D","18","282.5","--","--","--","--","--","--","7.1","1.51","330","250","80","56.9","4.59","12","13","-1","48","-8.25","12.1","11.46","0.64","51.36","-1.13","2","2","--","57","12.11","0.62","0.13","--","97.38","55.91","32.23","27.49","53.75","28.64","49.8"
"Dean Kukan","18-19","CBJ","D","24","317.38","--","4","4","3","0.76","0.57","6.88","1.3","284","248","36","53.38","2.07","11","7","4","61.11","11.73","13.86","10.18","3.68","57.65","6.05","3","1","-2","35","6.62","0.62","0.12","--","101.87","54.82","26.12","26.49","48.9","28.03","49.72"
"Denis Gurianov","18-19","DAL","R","21","201.53","1","1","2","1","0.6","0.3","0.25","0.07","164","218","-54","42.93","-6.19","3","4","-1","42.86","-14.5","6.35","7.29","-0.94","46.55","-3.78","--","--","--","33","9.82","1.79","0.53","5.56","99.8","50.41","19.73","29.21","48.66","28.52","50.67"
"Denis Malgin","18-19","FLA","C","50","576.02","7","8","15","12","1.56","1.25","15.55","1.62","535","505","30","51.44","2.5","22","31","-9","41.51","-4.88","18.55","20.31","-1.76","47.74","0.22","6","6","--","104","10.83","4.65","0.48","11.86","97.42","58.33","23.89","28.77","48.96","28.51","50.05"
"Dennis Cholowski","18-19","DET","D","52","766.5","3","3","6","6","0.47","0.47","5.51","0.43","713","753","-40","48.64","0.43","25","37","-12","40.32","-12.91","28.94","32.33","-3.39","47.23","0.88","8","2","-6","104","8.14","2.71","0.21","6.25","98.01","59.57","30.17","27.74","46.81","28.34","49.56"
"Dennis Gilbert","18-19","CHI","D","1","12.77","--","--","--","--","--","--","-0.1","-0.47","9","9","--","50","-2.94","--","--","--","--","--","0.28","0.26","0.02","51.85","3.63","1","--","-1","--","--","--","--","--","100","33.33","25.6","26.73","48.87","28.84","51.87"
"Derek Forbort","18-19","L.A","D","81","1447.83","2","11","13","6","0.54","0.25","5.05","0.21","1157","1349","-192","46.17","-3.05","39","52","-13","42.86","-3.4","45.63","55.43","-9.8","45.15","-4.11","14","4","-10","172","7.13","2.13","0.09","2.94","99.46","44.63","36.39","29.39","49.79","29.23","50.3"
"Derek Grant","18-19","PIT/ ANA","C","56","547.85","4","8","12","8","1.31","0.88","11.94","1.31","493","528","-35","48.29","-1.59","21","26","-5","44.68","-6.09","21.55","21.59","-0.04","49.95","0.73","5","4","-1","107","11.72","4.95","0.54","5.88","98.71","39.51","20","28.42","47.72","28.35","49.64"
"Derek Mackenzie","18-19","FLA","C","1","2.72","--","--","--","--","--","--","-0.04","-0.88","2","3","-1","40","-10","--","--","--","--","--","0.03","0.14","-0.11","17.65","-35.17","--","--","--","1","22.06","--","--","--","100","100","6.1","25.48","49.77","27.17","52.58"
"Derek Ryan","18-19","CGY","C","80","787.65","10","14","24","18","1.83","1.37","31.68","2.41","767","633","134","54.79","1.08","34","20","14","62.96","7.94","30.51","25.12","5.39","54.84","1.96","11","4","-7","130","9.9","7.04","0.54","12.66","102.62","46.2","20.67","27.87","52.06","28.22","49.55"
"Derek Stepan","18-19","ARI","C","71","957.53","9","15","24","20","1.5","1.25","29.18","1.83","975","963","12","50.31","1.7","35","39","-4","47.3","3.1","39.14","38.85","0.29","50.19","2.04","3","6","3","225","14.1","11.4","0.71","6.29","98.58","49.11","28.02","29.59","48.18","29.21","50.21"
"Derick Brassard","18-19","PIT/ FLA/ COL","C","69","873.25","9","4","13","12","0.89","0.82","4.43","0.3","747","905","-158","45.22","-5.15","24","42","-18","36.36","-20.1","29.63","40.51","-10.88","42.24","-10.85","12","5","-7","143","9.83","7.89","0.54","11.11","97.64","44.88","25.89","29.96","50.12","28.68","50.12"
"Derrick Pouliot","18-19","VAN","D","61","928.3","2","8","10","6","0.65","0.39","13.25","0.86","863","852","11","50.32","3.19","44","40","4","52.38","8.48","35","40.2","-5.2","46.54","1","10","1","-9","130","8.4","2.13","0.14","4","101.85","52.18","32.06","27.58","47.64","28.43","50.25"
"Deryk Engelland","18-19","VGK","D","74","1192.65","2","6","8","5","0.4","0.25","16.18","0.81","1188","1169","19","50.4","-5.14","43","49","-6","46.74","-8.02","49.94","50.16","-0.22","49.89","-7.97","7","2","-5","194","9.76","2.92","0.15","2.25","99.42","49.93","33.07","27.96","55.98","29.22","50.04"
"Devante Smith-pelly","18-19","WSH","R","54","486.92","4","4","8","7","0.99","0.86","5.15","0.63","410","504","-94","44.86","-3.71","14","20","-6","41.18","-14.95","16.05","19.36","-3.31","45.33","-1.44","5","4","-1","103","12.69","5.83","0.72","7.41","98.73","44.03","18.94","27.85","49.1","28.28","49.81"
"Devin Shore","18-19","DAL/ ANA","C","76","864","6","14","20","15","1.39","1.04","14.09","0.98","758","890","-132","46","-1.53","30","39","-9","43.48","-4.37","31.1","35.91","-4.81","46.41","-2.3","3","11","8","134","9.31","7.47","0.52","8.96","98.91","44.85","23.17","29.77","48.02","28.98","50.07"
"Devon Toews","18-19","NYI","D","47","723.12","3","9","12","9","1","0.75","18.85","1.56","691","621","70","52.67","5.85","27","21","6","56.25","0.39","31.68","24.44","7.24","56.45","5.57","1","3","2","127","10.54","2.73","0.23","4.84","100.64","59.6","30.84","27.26","47.11","28.44","49.6"
"Dillon Dube","18-19","CGY","C","25","231.53","1","4","5","1","1.3","0.26","4.08","1.06","187","217","-30","46.29","-7.73","9","7","2","56.25","4.49","7.94","9.68","-1.74","45.06","-6.23","1","7","6","35","9.07","2.57","0.67","5.56","103.69","51.67","19.62","27.59","53.36","28.02","49.88"
"Dillon Heatherington","18-19","DAL","D","5","50.68","--","1","1","1","1.18","1.18","1.43","1.69","48","58","-10","45.28","7.49","5","1","4","83.33","47.62","2.3","1.71","0.59","57.36","14.82","--","1","1","8","9.47","0.42","0.5","--","113.44","43.48","20.01","27.01","47.6","28.7","51.74"
"Dion Phaneuf","18-19","L.A","D","67","883.98","1","4","5","2","0.34","0.14","7.58","0.51","842","866","-24","49.3","1.42","28","46","-18","37.84","-9.29","31.23","32.62","-1.39","48.91","2.98","19","17","-2","172","11.67","2.24","0.15","1.45","96.63","54.34","27.31","26.68","48.65","28.35","49.97"
"Dmitrij Jaskin","18-19","WSH","R","37","363.18","2","6","8","3","1.32","0.5","9.02","1.49","343","326","17","51.27","3.69","13","19","-6","40.62","-13.22","13.68","15.88","-2.2","46.28","1.02","4","4","--","90","14.87","4.88","0.81","4.35","97.33","42.08","20.54","27.89","47.99","28.51","50"
"Dmitry Kulikov","18-19","WPG","D","57","819.4","--","6","6","3","0.44","0.22","3.17","0.23","723","839","-116","46.29","-1.91","33","31","2","51.56","0.61","31.2","35.4","-4.2","46.85","-1.32","15","7","-8","95","6.96","1.56","0.11","--","101.67","52.78","29.64","27.37","49.48","28.67","50.47"
"Dmitry Orlov","18-19","WSH","D","81","1501","3","20","23","13","0.92","0.52","20.82","0.83","1386","1454","-68","48.8","-0.57","65","69","-4","48.51","-9.94","53.03","64.26","-11.23","45.21","-3.03","13","9","-4","200","7.99","3.91","0.16","3.53","100.2","49","38.6","28.47","48.54","29.09","49.98"
"Dominic Toninato","18-19","COL","C","2","12.93","1","--","1","1","4.64","4.64","0.38","1.76","11","20","-9","35.48","-14.86","1","1","--","50","--","1.01","0.86","0.15","54.01","11.36","--","--","--","1","4.64","0.18","0.84","100","102.5","50","14.17","25.15","49.86","26.4","49.62"
"Dominic Turgeon","18-19","DET","C","4","42.53","--","--","--","--","--","--","-0.7","-0.99","29","38","-9","43.28","1.23","--","3","-3","--","-41.67","1.04","1.53","-0.49","40.47","4.84","--","--","--","5","7.05","0.06","0.08","--","86.36","52","21.05","25.67","44.83","27.49","49.89"
"Dominik Kahun","18-19","CHI","C","80","1016.37","11","21","32","27","1.89","1.59","35.31","2.08","1001","997","4","50.1","1.17","51","36","15","58.62","11.16","41.2","45.08","-3.88","47.75","3.72","4","5","1","199","11.75","10.34","0.61","8.8","102.35","52.26","25.85","30.47","49.22","29.22","50.14"
"Dominik Simon","18-19","PIT","C","71","865.47","7","17","24","18","1.66","1.25","36.3","2.52","899","717","182","55.63","8.06","38","29","9","56.72","2.21","38.43","27.52","10.91","58.27","8.91","9","11","2","191","13.24","9.36","0.65","6.19","100.58","56.04","24.96","30.28","48.42","29.09","49.98"
"Dougie Hamilton","18-19","CAR","D","81","1347.4","14","12","26","20","1.16","0.89","57.04","2.54","1598","1186","412","57.4","4.29","60","54","6","52.63","1.32","74.59","53.71","20.88","58.14","2.62","16","8","-8","416","18.52","9.18","0.41","7.14","98.68","54.65","34.39","27.77","52.51","28.87","49.54"
"Drake Batherson","18-19","OTT","C","20","230.1","1","5","6","4","1.56","1.04","0.42","0.11","151","276","-125","35.36","-10.23","10","11","-1","47.62","1.14","6.66","8.65","-1.99","43.5","-2.4","3","9","6","20","5.22","0.95","0.25","7.69","102.65","49.58","23.64","29.3","45.06","28.18","50.58"
"Drake Caggiula","18-19","EDM/ CHI","C","54","703.88","10","8","18","13","1.53","1.11","20.48","1.75","678","684","-6","49.78","1.17","35","36","-1","49.3","-0.4","28.1","32.36","-4.26","46.48","0.92","9","13","4","135","11.51","7.74","0.66","10.99","100.17","55.02","26.67","31.83","48.31","29.02","49.75"
"Drew Doughty","18-19","L.A","D","82","1619.68","--","14","14","10","0.52","0.37","9.22","0.34","1321","1475","-154","47.25","-1.6","48","67","-19","41.74","-5.66","52.56","62.19","-9.63","45.8","-3.56","15","4","-11","205","7.59","3.94","0.15","--","98.58","47.62","40.29","28.54","48.64","29.27","50.31"
"Drew Stafford","18-19","N.J","R","57","627.95","4","6","10","8","0.96","0.76","4.38","0.42","477","606","-129","44.04","-2","17","24","-7","41.46","-1.73","21.1","24.2","-3.1","46.58","-0.75","7","2","-5","120","11.47","5.64","0.54","6.15","99.37","43.25","23.34","28.01","46.35","28.21","49.92"
"Dryden Hunt","18-19","FLA","L","31","338.28","2","7","9","5","1.6","0.89","8.32","1.48","286","316","-30","47.51","-1","14","14","--","50","4.95","12.76","12.48","0.28","50.55","2.97","4","2","-2","87","15.43","3.96","0.7","3.85","100.16","50.29","22.05","27.77","48.62","28.11","49.89"
"Duncan Keith","18-19","CHI","D","80","1489.77","5","27","32","15","1.29","0.6","34.62","1.39","1440","1451","-11","49.81","0.92","81","62","19","56.64","10.73","57.84","70.79","-12.95","44.97","-0.05","17","5","-12","233","9.38","5.01","0.2","4.35","102.2","57.03","37.9","28.45","49.43","29.16","49.99"
"Dustin Brown","18-19","L.A","L","72","1079.55","10","19","29","22","1.61","1.22","21.45","1.19","936","1095","-159","46.09","-2.75","42","52","-10","44.68","-1.95","37.78","45.52","-7.74","45.35","-3.64","9","9","--","234","13.01","10.93","0.61","7.41","99.41","42.1","30.44","32.33","48.15","29.55","50.51"
"Dustin Byfuglien","18-19","WPG","D","42","768.03","2","9","11","5","0.86","0.39","18.32","1.43","750","656","94","53.34","2.74","29","25","4","53.7","8.33","28.58","26.28","2.3","52.1","2.36","19","4","-15","165","12.89","4.41","0.34","2.35","100.18","54.32","38.08","28.44","47.13","29.25","50"
"Dylan Demelo","18-19","OTT","D","76","1259.13","4","12","16","11","0.76","0.52","16.3","0.78","1186","1329","-143","47.16","3.25","71","72","-1","49.65","10","53.09","58.2","-5.11","47.7","2.56","12","13","1","191","9.1","3.07","0.15","4.17","100.76","50.65","33.46","28.48","45.12","28.55","50.2"
"Dylan Gambrell","18-19","S.J","C","8","65.47","--","--","--","--","--","--","0.1","0.09","48","56","-8","46.15","-2.61","1","--","1","100","48.57","1.67","2.69","-1.02","38.3","-10.83","1","--","-1","10","9.16","0.3","0.27","--","104.76","48.48","17.48","27.37","54.59","27.48","51.02"
"Dylan Larkin","18-19","DET","C","76","1268.27","16","24","40","32","1.89","1.51","54.83","2.59","1336","1149","187","53.76","9.57","51","55","-4","48.11","2.34","55.97","54.61","1.36","50.61","8.62","23","26","3","366","17.31","16.38","0.77","7.66","98.54","51.33","33.92","30.36","45.54","29.77","50.27"
"Dylan Mcilrath","18-19","DET","D","7","92.53","--","--","--","--","--","--","0.25","0.16","75","88","-13","46.01","3.04","4","2","2","66.67","21.67","2.7","4.04","-1.34","40.06","0.52","1","1","--","13","8.43","0.08","0.05","--","105.76","46.55","26.07","25.84","46.06","28.04","50.47"
"Dylan Sikura","18-19","CHI","C","32","357.18","--","7","7","6","1.18","1.01","12.4","2.08","343","283","60","54.79","7.38","16","13","3","55.17","4.73","13.58","13.74","-0.16","49.71","5.83","1","--","-1","87","14.61","2.87","0.48","--","100.37","51.83","22.3","30.46","48.55","28.78","49.75"
"Dylan Strome","18-19","ARI/ CHI","C","76","953.42","12","24","36","26","2.27","1.64","29.14","1.83","914","996","-82","47.85","-1.78","56","57","-1","49.56","1.79","36.84","47.42","-10.58","43.72","-2.94","8","6","-2","170","10.7","8.06","0.51","11.88","100.84","54.38","25.66","30.49","49.44","28.7","49.93"
"Eeli Tolvanen","18-19","NSH","R","4","47.28","1","--","1","1","1.27","1.27","2.3","2.92","51","31","20","62.2","7.65","2","--","2","100","46.67","1.76","1.65","0.11","51.61","1.21","--","--","--","10","12.69","0.41","0.52","50","109.09","72.41","23.57","28.73","51.69","27.82","47.45"
"Egor Yakovlev","18-19","N.J","D","25","383.3","2","5","7","5","1.1","0.78","3.15","0.49","299","373","-74","44.49","-3.1","14","19","-5","42.42","7.36","11.65","16.07","-4.42","42.03","-7.91","3","3","--","54","8.45","1.34","0.21","8.33","99.04","42.15","31.02","26.83","46.95","28.4","50.73"
"Elias Lindholm","18-19","CGY","C","80","1088.68","13","25","38","23","2.09","1.27","50.23","2.77","1132","889","243","56.01","2.56","62","42","20","59.62","5.8","50.9","40.37","10.53","55.77","3.31","7","7","--","187","10.31","10.75","0.59","11.93","101.81","55.9","28.52","32.24","53.2","29.48","49.81"
"Elias Pettersson","18-19","VAN","C","70","958.05","15","24","39","34","2.44","2.13","40.23","2.52","927","907","20","50.55","3.32","48","43","5","52.75","9.43","35.54","40.29","-4.75","46.87","1.7","6","26","20","156","9.77","9.57","0.6","16.48","100.96","69.45","28.54","29.65","48.1","28.87","50.12"
"Eric Fehr","18-19","MIN","C","72","643.25","4","4","8","6","0.75","0.56","5.68","0.53","537","575","-38","48.29","-3.14","14","28","-14","33.33","-17.38","18.91","18.86","0.05","50.07","-4.52","12","2","-10","110","10.26","5.23","0.49","7.41","95.18","32.64","18.51","26.83","51.6","28.23","49.79"
"Eric Gryba","18-19","N.J","D","10","134.62","--","--","--","--","--","--","0.12","0.05","112","131","-19","46.09","3.02","5","5","--","50","--","3.82","5.87","-2.05","39.42","-6.28","3","1","-2","23","10.25","0.35","0.16","--","100.28","37.29","29.06","26.72","47.16","28.28","49.27"
"Eric Robinson","18-19","CBJ","L","13","151.57","--","--","--","--","--","--","1.2","0.48","117","109","8","51.77","-0.39","1","5","-4","16.67","-25.56","4.7","4.55","0.15","50.81","1.65","--","--","--","32","12.67","1.87","0.74","--","93","41.33","22.26","28.39","49.06","28.49","50.27"
"Eric Staal","18-19","MIN","C","81","1135.08","14","18","32","25","1.69","1.32","42.91","2.27","1172","1046","126","52.84","2.78","49","39","10","55.68","11.24","50.6","37.26","13.34","57.59","4.82","12","11","-1","256","13.53","15.97","0.84","8.75","100.26","53.9","29.24","31.25","50.1","29.39","49.95"
"Eric Tangradi","18-19","N.J","L","6","71.92","--","1","1","1","0.83","0.83","0.38","0.32","56","71","-15","44.09","4.09","1","4","-3","20","-6.92","2.78","2.88","-0.1","49.12","8.94","--","--","--","13","10.85","0.64","0.53","--","93.19","35","24.09","27.67","43.32","27.91","49.88"
"Erik Brannstrom","18-19","OTT","D","2","29.67","--","--","--","--","--","--","-0.5","-1.01","23","34","-11","40.35","3.68","--","1","-1","--","-40","1.06","1.47","-0.41","41.9","12.16","--","1","1","7","14.16","0.07","0.14","--","94.12","55.56","30.2","26.48","44.75","28.11","52.96"
"Erik Burgdoerfer","18-19","OTT","D","4","39.75","--","--","--","--","--","--","-0.35","-0.53","23","27","-4","46","-1.78","--","1","-1","--","-33.33","0.83","0.98","-0.15","45.86","-0.52","1","--","-1","3","4.53","0.07","0.11","--","95.45","35.29","19.83","26.29","43.74","27.42","49.29"
"Erik Cernak","18-19","T.B","D","58","925.68","4","11","15","10","0.97","0.65","24.15","1.57","861","822","39","51.16","-0.72","54","35","19","60.67","6.44","37.45","31.91","5.54","53.99","2.1","15","12","-3","177","11.47","3.25","0.21","3.92","103.49","48.27","33.24","28.26","51.31","29.16","50.09"
"Erik Condra","18-19","DAL","R","6","68.2","1","--","1","1","0.88","0.88","1.79","1.57","63","46","17","57.8","10.27","1","3","-2","25","-8.33","2.66","2.23","0.43","54.4","4.76","1","--","-1","11","9.68","0.47","0.41","12.5","90","52.38","22.94","28.83","48.15","28.31","50.1"
"Erik Gudbranson","18-19","VAN/ PIT","D","76","1189.57","2","7","9","5","0.45","0.25","2.42","0.12","1046","1212","-166","46.32","-3.88","41","67","-26","37.96","-17.85","43.74","51.98","-8.24","45.7","-4.59","21","13","-8","184","9.28","2.92","0.15","2.2","97.13","45.65","32.84","27.28","48.93","28.86","50.28"
"Erik Gustafsson","18-19","CHI","D","77","1416.9","9","23","32","19","1.36","0.8","34.4","1.46","1407","1403","4","50.07","1.38","74","65","9","53.24","5.37","58.34","69.87","-11.53","45.5","0.64","17","5","-12","236","9.99","4.79","0.2","7.89","101.73","58.36","37.35","28.48","49.05","28.97","50.11"
"Erik Haula","18-19","VGK","L","15","197.08","2","4","6","5","1.83","1.52","11.44","3.48","241","149","92","61.79","4.88","8","6","2","57.14","22.01","10.15","6.06","4.09","62.62","6.52","4","7","3","51","15.53","3.28","1","9.52","98.76","61.11","27.63","29.27","54.5","29.2","49.53"
"Erik Johnson","18-19","COL","D","78","1354.98","4","13","17","9","0.75","0.4","19.88","0.88","1280","1338","-58","48.89","-1.35","52","61","-9","46.02","-8.43","52.05","52.45","-0.4","49.81","-0.26","9","7","-2","241","10.67","4.38","0.19","3.36","98.86","55.64","37.13","29.05","51.02","29.39","50.11"
"Erik Karlsson","18-19","S.J","D","53","968.95","1","20","21","11","1.3","0.68","44.98","2.79","1150","782","368","59.52","6.92","55","46","9","54.46","5.19","54.64","36.04","18.6","60.26","8.86","7","4","-3","307","19.01","4.29","0.27","0.78","98.45","59.29","37.5","27.85","53.29","28.98","49.54"
"Esa Lindell","18-19","DAL","D","82","1547.42","4","15","19","10","0.74","0.39","10.28","0.4","1295","1589","-294","44.9","-5.27","51","50","1","50.5","-0.1","50.34","61.93","-11.59","44.84","-8.59","9","8","-1","202","7.83","4.25","0.16","4.12","101.71","41.72","38.61","28.58","50.65","29.5","50.36"
"Evan Bouchard","18-19","EDM","D","7","71.18","--","--","--","--","--","--","1.05","0.89","71","60","11","54.2","9.06","1","4","-3","20","-23.75","2.8","2.79","0.01","50.09","3.26","1","1","--","19","16.02","0.29","0.24","--","90.28","60.53","21.25","27.54","47.62","28.33","49.85"
"Evan Rodrigues","18-19","BUF","C","74","902.98","7","14","21","18","1.4","1.2","28.44","1.89","876","822","54","51.59","2.31","36","40","-4","47.37","2.63","34.19","34.15","0.04","50.03","2.84","9","16","7","226","15.02","7.97","0.53","5.38","98.83","39.97","24.83","29.26","48.76","28.64","49.96"
"Evander Kane","18-19","S.J","L","75","1088.22","21","18","39","31","2.15","1.71","53.77","2.96","1162","913","249","56","1.33","60","59","1","50.42","0.42","56.15","43.01","13.14","56.63","3.64","43","25","-18","351","19.35","18.95","1.04","10.05","97.56","56.53","30.03","30.2","54.59","29.29","49.64"
"Evgeni Malkin","18-19","PIT","C","68","966.2","11","29","40","31","2.48","1.93","35.48","2.2","938","937","1","50.03","0.3","44","46","-2","48.89","-9.49","41.2","39.55","1.65","51.02","-1.15","26","20","-6","204","12.67","11.68","0.73","9.57","99.97","63.17","29.42","29.33","48.05","28.98","49.65"
"Evgeny Dadonov","18-19","FLA","R","82","1145.13","17","28","45","30","2.36","1.57","44.24","2.32","1048","1067","-19","49.55","0.19","64","57","7","52.89","10.22","46.78","54.44","-7.66","46.22","-2.64","3","14","11","245","12.84","15.24","0.8","12.23","100.29","49.29","28.82","31.81","49.04","29.76","50.22"
"Evgeny Kuznetsov","18-19","WSH","C","75","1033.93","8","35","43","28","2.5","1.62","31.28","1.82","969","1077","-108","47.36","-2.9","60","43","17","58.25","5.76","43.99","54.38","-10.39","44.72","-3.68","20","14","-6","199","11.55","10.46","0.61","7.55","104.37","58.84","28.74","31.1","49.93","29.32","50.06"
"Filip Chlapik","18-19","OTT","C","5","60.63","1","--","1","1","0.99","0.99","1.42","1.41","67","59","8","53.17","11.48","2","4","-2","33.33","17.95","2.81","3.29","-0.48","46.07","10.51","1","--","-1","11","10.89","0.97","0.96","12.5","93.16","50","25.37","28.26","43.65","28.35","50.08"
"Filip Chytil","18-19","NYR","C","75","896.27","6","8","14","13","0.94","0.87","11.35","0.76","764","905","-141","45.78","-0.61","22","39","-17","36.07","-11.53","33.51","39.11","-5.6","46.14","-1.42","3","12","9","212","14.19","11.46","0.77","5.04","97.1","47.73","24.84","29.03","46.48","28.76","49.92"
"Filip Forsberg","18-19","NSH","L","63","865.38","15","17","32","27","2.22","1.87","46.1","3.2","994","812","182","55.04","4.69","48","42","6","53.33","0.19","46.79","38.25","8.54","55.02","6.42","9","21","12","285","19.76","15.66","1.09","10.42","100.21","65.43","29.07","32.22","50.65","29.93","50.26"
"Filip Hronek","18-19","DET","D","46","752.17","4","8","12","7","0.96","0.56","11","0.88","682","693","-11","49.6","3.75","25","35","-10","41.67","2.91","25.55","31.62","-6.07","44.69","1.06","11","8","-3","129","10.29","2.15","0.17","7.14","98.3","45.66","33.04","27.99","46.15","29.24","50.52"
"Filip Zadina","18-19","DET","R","9","112.07","--","--","--","--","--","--","-3.38","-1.81","78","144","-66","35.14","-9.5","1","7","-6","12.5","-14.17","2.09","6.77","-4.68","23.59","-18.52","--","1","1","18","9.64","0.55","0.29","--","94.9","62.5","25.29","28.14","46.1","28.11","50.98"
"Frank Vatrano","18-19","FLA","C","81","1024.97","18","7","25","20","1.46","1.17","32.77","1.92","968","963","5","50.13","1.04","35","46","-11","43.21","-3.81","38.4","40.89","-2.49","48.43","0.41","17","17","--","279","16.33","14.38","0.84","10.29","97.21","49.84","26.06","29.95","49.28","28.88","50.04"
"Frans Nielsen","18-19","DET","C","72","881.8","10","14","24","14","1.63","0.95","15.47","1.05","693","858","-165","44.68","-3.42","39","41","-2","48.75","3.82","28.31","34.98","-6.67","44.73","-0.82","5","1","-4","144","9.8","6.55","0.45","10.75","101.38","48.61","25","29.07","46.95","28.61","50.04"
"Frederick Gaudreau","18-19","NSH","C","54","478.17","3","1","4","4","0.5","0.5","12.44","1.56","464","371","93","55.57","2.98","13","11","2","54.17","-0.07","19.43","13.26","6.17","59.44","8.7","1","7","6","70","8.78","4.58","0.57","7.69","98.81","51.79","18.57","27.54","50.92","27.66","49.22"
"Frederik Gauthier","18-19","TOR","C","70","564.92","3","10","13","8","1.38","0.85","9.1","0.97","461","540","-79","46.05","-6.66","24","21","3","53.33","-1.35","17.04","18.44","-1.4","48.03","-3.85","7","2","-5","84","8.92","4.3","0.46","6.67","103.63","27.12","16.26","26.55","52.01","27.43","49.48"
"Fredrik Claesson","18-19","NYR","D","37","567.7","2","2","4","4","0.42","0.42","5.42","0.57","476","513","-37","48.13","3.66","18","17","1","51.43","7.57","19.49","20.98","-1.49","48.16","3.95","2","2","--","103","10.89","1.74","0.18","4.88","100.51","54.83","31.55","26.74","46.32","28.49","49.38"
