"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"Colton Gillies","11-12","MIN/ CBJ","C","75","693.35","1","6","7","4","0.61","0.35","-4.07","-0.35","438","667","-229","39.64","-5.73","12","24","-12","33.33","-13.73","14.35","22.02","-7.67","39.46","-8.48","13","8","-5","92","7.96","4.29","0.37","2.17","98.79","39.62","19.85","27.72","46.01","27.91","50.18"
"Colton Orr","11-12","TOR","R","5","22.4","1","--","1","1","2.68","2.68","0.16","0.43","13","35","-22","27.08","-14.3","1","--","1","100","50","0.65","1.58","-0.93","29.15","-5.17","1","2","1","3","8.04","0.44","1.18","33.33","112.5","23.08","10.81","25.42","48.23","26.78","50.06"
"Corey Perry","11-12","ANA","R","80","1239.65","18","10","28","26","1.36","1.26","41.14","1.99","1159","1026","133","53.04","6.92","39","48","-9","44.83","-2.65","46.01","46.34","-0.33","49.82","4.6","27","29","2","328","15.88","17.29","0.84","9.78","98.01","47.51","32.77","32.21","46.93","30.15","50.16"
"Corey Potter","11-12","EDM","D","62","981.88","3","6","9","6","0.55","0.37","9.82","0.6","853","915","-62","48.25","1.77","32","47","-15","40.51","-6.02","32.9","41.59","-8.69","44.17","-2.29","7","10","3","159","9.72","2.6","0.16","4.11","97.57","54.03","33.25","28.05","46.74","28.92","50.08"
"Corey Tropp","11-12","BUF","R","34","334.98","3","5","8","5","1.43","0.9","4.3","0.77","274","341","-67","44.55","-4.56","12","12","--","50","-6.86","12.44","12.41","0.03","50.06","-0.2","8","4","-4","46","8.24","4.08","0.73","10","100.75","51.71","20.06","28.5","49.52","28.51","49.6"
"Cory Emmerton","11-12","DET","C","71","532.28","6","3","9","7","1.01","0.79","12.54","1.41","424","419","5","50.3","-5.16","15","15","--","50","-8.72","15.08","16.32","-1.24","48.03","-6.74","6","8","2","99","11.16","4.36","0.49","10","99.78","63.41","15.78","26.32","54.64","26.56","48.9"
"Cory Sarich","11-12","CGY","D","62","908.75","1","6","7","3","0.46","0.2","9.85","0.65","778","740","38","51.25","5.83","28","26","2","51.85","3.12","34.96","28.8","6.16","54.83","9.05","25","12","-13","100","6.6","1.36","0.09","2.94","100.37","48.31","30.04","26.53","46.98","28.21","49.74"
"Craig Adams","11-12","PIT","R","82","679.35","5","10","15","10","1.32","0.88","14.92","1.32","519","526","-7","49.67","-5.37","21","28","-7","42.86","-13.04","20.99","19.67","1.32","51.62","-2.53","7","7","--","116","10.25","5.59","0.49","7.58","97.5","44.78","17.56","28.03","53.69","28.31","49.36"
"Craig Smith","11-12","NSH","C","72","826.23","8","15","23","19","1.67","1.38","21.97","1.6","697","770","-73","47.51","1.43","29","34","-5","46.03","-4.46","28.63","29.23","-0.6","49.48","-0.98","9","11","2","231","16.77","10.53","0.76","6.15","99.65","50.33","23.65","29.52","46.18","28.96","49.99"
"Curtis Glencross","11-12","CGY","L","67","871.73","15","14","29","23","2","1.58","19.3","1.33","733","862","-129","45.96","-3.38","36","43","-7","45.57","-3.08","30.01","35.12","-5.11","46.08","-5.55","16","9","-7","129","8.88","7.77","0.53","18.99","99.74","50.18","27.42","31.77","46.84","30.11","50.32"
"Dainius Zubrus","11-12","N.J","C","82","1166.53","10","19","29","23","1.49","1.18","30.6","1.57","882","824","58","51.7","1.94","48","41","7","53.93","7.27","37.34","35","2.34","51.62","-0.37","11","9","-2","129","6.64","7.67","0.39","11.9","100.99","48.62","29.57","30.34","50.65","29.61","49.99"
"Dale Weise","11-12","VAN","R","68","547.2","4","3","7","7","0.77","0.77","4.52","0.5","403","509","-106","44.19","-9.93","13","14","-1","48.15","-6.92","14.21","20.27","-6.06","41.21","-8.98","17","18","1","82","8.99","3.87","0.42","8.33","101.16","20.69","17.41","27.32","49.35","27.66","49.3"
"Dalton Prout","11-12","CBJ","D","5","56.55","--","--","--","--","--","--","-0.2","-0.21","48","58","-10","45.28","2.43","2","2","--","50","-8.82","2.59","2.09","0.5","55.34","4.32","--","--","--","4","4.24","0.04","0.04","--","101.34","38.71","24.64","26.35","46.65","28.97","49.9"
"Dana Tyrell","11-12","T.B","C","26","226.62","--","5","5","3","1.32","0.79","3.2","0.85","176","210","-34","45.6","-4.21","6","11","-5","35.29","-17.28","6.38","8.31","-1.93","43.43","-5.52","3","5","2","40","10.59","1.61","0.43","--","96.22","37.84","18.52","28.65","47.21","28.72","49.73"
"Dan Boyle","11-12","S.J","D","81","1517.5","4","24","28","9","1.11","0.36","39.67","1.57","1531","1423","108","51.83","0.19","63","52","11","54.78","4.46","62.02","54.26","7.76","53.34","-2.02","15","14","-1","290","11.47","6.65","0.26","2.88","100.22","52.89","38.67","29.5","52.68","29.78","50.17"
"Dan Carcillo","11-12","CHI","L","28","308.72","1","8","9","6","1.75","1.17","10.34","2.01","285","237","48","54.6","3.39","16","8","8","66.67","24.73","10.25","8.68","1.57","54.15","0.77","21","12","-9","50","9.72","2.6","0.51","4.35","104.22","62.42","22.92","30.75","54.02","29.12","49.63"
"Dane Byers","11-12","CBJ","L","8","57.4","--","--","--","--","--","--","0.08","0.08","41","49","-8","45.56","-2.61","1","1","--","50","11.54","1.6","1.87","-0.27","46.11","-3.53","6","5","-1","7","7.32","0.35","0.37","--","100","48.39","15.66","26.88","46.62","27.67","50.63"
"Dan Girardi","11-12","NYR","D","82","1618.32","3","10","13","7","0.48","0.26","16.95","0.63","1411","1491","-80","48.62","1.61","58","55","3","51.33","-3.22","67.71","64.46","3.25","51.23","-1.33","9","5","-4","182","6.75","3.16","0.12","3.49","100.13","44.76","41.65","30.49","47.63","30.07","50.4"
"Dan Hamhuis","11-12","VAN","D","82","1414.42","3","16","19","11","0.81","0.47","38.88","1.65","1395","1137","258","55.09","3.8","72","44","28","62.07","13.23","54.73","50.38","4.35","52.07","5.37","9","6","-3","238","10.1","4.47","0.19","3.3","103.45","47.24","36.84","28.57","51.95","29.57","49.71"
"Daniel Alfredsson","11-12","OTT","R","75","1039.37","13","20","33","28","1.91","1.62","46.65","2.69","1085","863","222","55.7","5","45","34","11","56.96","7.92","40.09","39.19","0.9","50.57","2.99","6","8","2","224","12.93","10.57","0.61","10.48","101.18","57.42","29.59","31.01","51.96","29.33","49.73"
"Daniel Paille","11-12","BOS","L","69","690.13","7","6","13","11","1.13","0.96","10.62","0.92","569","667","-98","46.04","-8.85","20","27","-7","42.55","-15.39","24.01","24.96","-0.95","49.03","-5.95","4","9","5","123","10.69","6.85","0.6","8.86","99.18","44.41","20.65","27.34","51.51","27.6","49.27"
"Daniel Sedin","11-12","VAN","L","72","1021.35","15","22","37","28","2.17","1.64","55.88","3.28","1096","759","337","59.08","9.33","49","34","15","59.04","8.46","43.28","35.75","7.53","54.76","9.08","13","7","-6","283","16.63","12.26","0.72","9.49","101.28","80.27","30.2","31.44","52.34","29.96","49.63"
"Daniel Winnik","11-12","COL/ S.J","C","84","1131.3","6","13","19","13","1.01","0.69","28.8","1.53","1088","985","103","52.48","2.2","29","40","-11","42.03","-8.45","38.5","41.09","-2.59","48.37","-2.37","20","15","-5","274","14.53","11.24","0.6","3.8","97.59","46.95","27.8","29.62","51.16","29.04","50.19"
"Danny Briere","11-12","PHI","C","70","912.95","8","15","23","17","1.51","1.12","22.79","1.5","879","912","-33","49.08","-1.99","38","35","3","52.05","-3.97","39.69","33.57","6.12","54.18","2.48","24","18","-6","206","13.54","11.9","0.78","6.67","100.32","56.29","28.79","29.89","50.88","28.94","49.87"
"Danny Cleary","11-12","DET","R","75","920.43","9","19","28","18","1.83","1.17","41.74","2.72","946","769","177","55.16","0.06","39","34","5","53.42","-8.59","42.59","33.51","9.08","55.97","2.92","9","12","3","243","15.84","12.5","0.81","5.56","99.11","56.62","25.97","29.62","54.54","29","49.78"
"Dany Heatley","11-12","MIN","L","82","1299.63","12","15","27","21","1.25","0.97","24.66","1.14","1136","1279","-143","47.04","4.22","42","42","--","50","12.05","47.26","47.7","-0.44","49.77","4.51","8","8","--","272","12.56","13.88","0.64","8.11","100.66","49.01","33.62","31.18","42","29.99","50.37"
"Darcy Hordichuk","11-12","EDM","L","43","186.4","1","2","3","3","0.97","0.97","2.37","0.76","116","151","-35","43.45","-5.32","3","6","-3","33.33","-15.13","3.64","5.16","-1.52","41.36","-8.54","14","16","2","37","11.91","1.31","0.42","3.7","96.61","52.34","9.15","26.74","45.1","26.63","48.64"
"Darren Helm","11-12","DET","C","68","796.2","9","16","25","19","1.88","1.43","37.9","2.86","792","638","154","55.38","1.13","34","27","7","55.74","-6.76","32.23","29.21","3.02","52.46","-1.46","4","23","19","221","16.65","10.12","0.76","8.33","100.19","57.18","24.96","28.49","54.14","28.34","49.46"
"Darroll Powe","11-12","MIN","C","82","925.92","6","7","13","11","0.84","0.71","2.4","0.16","686","965","-279","41.55","-3.59","21","37","-16","36.21","-7.54","26.84","32.86","-6.02","44.96","-2.48","23","17","-6","172","11.15","7.08","0.46","6.12","97.49","40.37","23.95","29.58","45.17","28.8","50.06"
"Darryl Boyce","11-12","TOR/ CBJ","C","37","324.3","1","4","5","4","0.93","0.74","0.57","0.11","224","309","-85","42.03","-5.53","6","14","-8","30","-20.76","8.81","10.7","-1.89","45.16","-4.82","11","12","1","48","8.88","2.15","0.4","4.17","96.54","42.55","18.63","27.04","47.17","27.92","50.12"
"Dave Bolland","11-12","CHI","C","76","910.92","7","9","16","13","1.05","0.86","15.43","1.02","774","797","-23","49.27","-4.65","33","46","-13","41.77","-9.95","27.3","33.45","-6.15","44.94","-8.11","14","10","-4","149","9.81","6.27","0.41","7.87","97.37","32.54","24.87","30.17","53.85","29.6","50.32"
"David Backes","11-12","STL","R","82","1202.13","11","16","27","19","1.35","0.95","45.32","2.26","1190","992","198","54.54","2.21","43","31","12","58.11","1.59","48.39","38.26","10.13","55.85","1.73","32","32","--","297","14.82","15.31","0.76","6.4","100.7","46.29","31.28","31.08","51.76","30.17","50.26"
"David Booth","11-12","FLA/ VAN","L","62","784.48","11","8","19","16","1.45","1.22","33.74","2.58","849","631","218","57.36","6.92","25","30","-5","45.45","-9.96","34.73","26.87","7.86","56.38","10.42","11","14","3","207","15.83","11.11","0.85","9.09","97.69","58.42","26.61","30.18","51.07","29.2","49.7"
"David Clarkson","11-12","N.J","R","80","1025.47","18","8","26","21","1.52","1.23","34.42","2.01","780","748","32","51.05","0.93","35","34","1","50.72","2.15","32.94","26.9","6.04","55.05","4.21","37","39","2","269","15.74","13.5","0.79","10.17","99.6","47.76","26.7","28.89","49.37","28.38","49.65"
"David Desharnais","11-12","MTL","C","81","1112.95","10","23","33","25","1.78","1.35","29.2","1.57","1033","1079","-46","48.91","1.31","58","43","15","57.43","13.54","41.5","42.96","-1.46","49.14","2.97","9","12","3","110","5.93","7.24","0.39","15.38","102.57","51.77","29.9","30.92","49.8","29.49","49.87"
"David Jones","11-12","COL","R","72","907.62","12","13","25","19","1.65","1.26","21.21","1.4","819","875","-56","48.35","-4.18","32","39","-7","45.07","-3.77","33.68","35.79","-2.11","48.48","-1.77","8","7","-1","190","12.56","10.4","0.69","12.5","99.2","49.91","26.16","29.78","51.69","28.99","49.95"
"David Krejci","11-12","BOS","C","79","1140.32","18","27","45","34","2.37","1.79","49.27","2.59","1183","1005","178","54.07","0.28","57","60","-3","48.72","-13.66","41.52","40.81","0.71","50.43","-5.99","15","13","-2","195","10.26","10.62","0.56","16.82","98.65","53.12","29.77","30.87","54.71","29.61","49.68"
"David Legwand","11-12","NSH","C","78","1096.6","10","16","26","24","1.42","1.31","26.86","1.47","994","987","7","50.18","5.11","44","45","-1","49.44","-0.81","48.62","35.78","12.84","57.61","9.24","8","8","--","173","9.47","10.14","0.55","9.35","99.41","45.64","28.85","30.12","46.01","29.78","50.47"
"David Mcintyre","11-12","MIN","C","7","70.32","1","1","2","1","1.71","0.85","0.17","0.15","53","81","-28","39.55","-4.83","2","3","-1","40","-10","1.7","2.56","-0.86","39.91","-10.99","1","--","-1","12","10.24","0.35","0.3","16.67","101","34.21","21.36","27.75","43.7","28.21","50.15"
"David Moss","11-12","CGY","R","32","364.52","2","5","7","5","1.15","0.82","12.23","2.01","358","314","44","53.27","4.69","9","14","-5","39.13","-10.87","14.62","12.63","1.99","53.65","0.47","4","3","-1","125","20.58","5.93","0.98","2.67","96.52","49.21","24.23","30.83","46.06","29.66","50.13"
"David Perron","11-12","STL","L","57","793.33","13","12","25","21","1.89","1.59","27.93","2.11","722","696","26","50.92","-2.26","37","22","15","62.71","11.28","31.53","31.22","0.31","50.25","-4.79","8","15","7","127","9.61","7.93","0.6","18.31","103.72","47.24","29.82","31.05","53.21","29.68","50.18"
"David Rundblad","11-12","OTT/ ARI","D","30","365.05","--","4","4","2","0.66","0.33","6.85","1.13","381","317","64","54.58","2.68","13","23","-10","36.11","-12.8","14.36","15.2","-0.84","48.58","-0.25","3","1","-2","62","10.19","1.03","0.17","--","93.75","61.18","26.12","26.88","51.17","28.22","48.76"
"David Savard","11-12","CBJ","D","31","426.68","--","5","5","2","0.7","0.28","3.98","0.56","349","365","-16","48.88","2.41","15","14","1","51.72","12.44","13.86","13.17","0.69","51.28","4.73","6","1","-5","52","7.31","0.73","0.1","--","101.07","52.4","29.29","26.88","47.3","28.24","49.8"
"David Schlemko","11-12","ARI","D","46","706.15","1","8","9","4","0.76","0.34","10.3","0.88","662","720","-58","47.9","-3.55","31","29","2","51.67","2.59","26.46","30.24","-3.78","46.67","-4.52","4","4","--","109","9.26","1.84","0.16","1.92","100.02","47.13","31.83","27.57","48.69","29.47","50.29"
"David Steckel","11-12","TOR","C","76","756.22","5","5","10","7","0.79","0.56","11.46","0.91","630","673","-43","48.35","-1.33","17","32","-15","34.69","-13.93","22.82","25.83","-3.01","46.91","-0.68","4","5","1","130","10.31","7.28","0.58","6.85","95.56","37.48","20.51","27.64","47.51","28.73","49.82"
"David Ullstrom","11-12","NYI","L","29","283.22","3","3","6","4","1.27","0.85","5.82","1.23","238","250","-12","48.77","1.56","11","13","-2","45.83","-1.99","10.46","10.01","0.45","51.1","2.33","3","1","-2","61","12.92","2.66","0.56","8.57","97.43","48.99","20.36","28.54","47.29","28.62","50.1"
"David Van Der Gulik","11-12","COL","L","25","173.17","1","5","6","4","2.08","1.39","6.03","2.09","139","143","-4","49.29","-0.63","11","7","4","61.11","11.84","5.01","6.58","-1.57","43.23","-4.11","1","2","1","31","10.74","1.47","0.51","5.56","105.81","41.27","14.46","26.38","50.22","27.23","48.75"
"Davis Drewiske","11-12","L.A","D","9","105.97","2","--","2","2","1.13","1.13","3.52","1.99","102","79","23","56.35","-3.19","2","2","--","50","22.73","2.81","3.71","-0.9","43.1","-11.11","1","--","-1","22","12.46","0.26","0.15","18.18","98.76","65.31","26.23","25.6","54.08","27.75","49.56"
"Daymond Langkow","11-12","ARI","C","73","921.07","9","16","25","17","1.63","1.11","26.73","1.74","824","782","42","51.31","2.2","38","39","-1","49.35","-6.87","34.57","31.42","3.15","52.39","3.81","6","5","-1","163","10.62","10.91","0.71","9.68","99.03","53.69","26.14","29.91","48.24","29.18","50.19"
"Dennis Seidenberg","11-12","BOS","D","80","1422.9","2","8","10","5","0.42","0.21","30.12","1.27","1419","1237","182","53.43","-0.51","60","55","5","52.17","-6.76","59.07","47.94","11.13","55.2","1.24","12","4","-8","241","10.16","3.83","0.16","1.55","99.69","52.49","36.9","27.37","53.72","29.01","49.66"
"Dennis Wideman","11-12","WSH","D","82","1455.12","4","14","18","13","0.74","0.54","21.12","0.87","1320","1349","-29","49.46","0.88","53","55","-2","49.07","-2.54","52.14","53.69","-1.55","49.27","-1.13","22","7","-15","236","9.73","4.47","0.18","3.6","100.15","49.04","36.82","27.08","47.79","28.94","49.77"
"Derek Dorsett","11-12","CBJ","R","77","909.48","9","7","16","14","1.06","0.92","12.18","0.8","663","792","-129","45.57","-2.71","23","32","-9","41.82","-4.2","27.61","27.69","-0.08","49.93","0.98","51","43","-8","171","11.28","10.62","0.7","8.04","98.51","35.59","25.34","29.19","47.76","29.05","50.3"
"Derek Joslin","11-12","CAR","D","44","414.18","2","1","3","3","0.43","0.43","-0.92","-0.13","357","444","-87","44.57","-3.24","10","25","-15","28.57","-19.49","15.53","19.34","-3.81","44.54","-3.34","9","8","-1","69","10","1.9","0.28","6.06","95.2","59.81","19.83","27.24","48.43","28","49.22"
"Derek Mackenzie","11-12","CBJ","C","66","558.07","4","6","10","6","1.08","0.65","8.41","0.9","389","459","-70","45.87","-3.04","14","15","-1","48.28","7.28","12.56","15.26","-2.7","45.15","-4.4","11","15","4","82","8.82","3.79","0.41","7.69","100.97","45.52","18.12","27.55","46.78","27.53","49.85"
"Derek Meech","11-12","WPG","D","2","20.02","--","--","--","--","--","--","0.3","0.9","23","17","6","57.5","2.42","1","--","1","100","66.67","0.78","0.38","0.4","67.24","11.63","2","--","-2","4","11.99","0.05","0.15","--","106.67","57.14","22.39","28.44","50.83","28.73","50.63"
"Derek Morris","11-12","ARI","D","59","889.6","2","3","5","3","0.34","0.2","3.58","0.24","797","875","-78","47.67","-2.7","29","41","-12","41.43","-17.78","30.37","38.76","-8.39","43.93","-6.46","12","3","-9","135","9.11","1.94","0.13","3.28","98.71","54.58","31.29","27.83","50.68","28.69","49.93"
"Derek Roy","11-12","BUF","C","80","1119.08","9","19","28","17","1.5","0.91","29.4","1.58","1038","1018","20","50.49","2.42","46","44","2","51.11","0.14","39.91","40.75","-0.84","49.48","2.29","19","15","-4","212","11.37","9.37","0.5","7.76","100.09","48.27","29.01","30.32","48.1","29.74","50.06"
"Derek Smith","11-12","CGY","D","47","653.05","2","4","6","6","0.55","0.55","5.78","0.53","551","605","-54","47.66","-1.42","22","25","-3","46.81","-1.44","23.02","22.92","0.1","50.11","-2.7","5","3","-2","89","8.18","1.72","0.16","6.06","100.01","50.13","29.44","27.16","47.39","28.6","49.11"
"Derek Stepan","11-12","NYR","C","82","1116.55","11","20","31","25","1.67","1.34","26.98","1.45","908","1040","-132","46.61","-1.53","46","33","13","58.23","6.97","47.62","42.72","4.9","52.71","1.03","5","7","2","201","10.8","11.56","0.62","9.09","102.71","62.9","28.74","31.17","47.83","29.39","50.14"
"Derek Whitmore","11-12","BUF","L","2","22.38","--","--","--","--","--","--","1.05","2.82","26","12","14","68.42","23.89","--","--","--","--","--","0.65","0.32","0.33","67.01","40.13","--","1","1","5","13.4","0.15","0.4","--","100","62.5","25.61","27.66","49.28","28.71","50.91"
"Derick Brassard","11-12","CBJ","C","74","923.22","8","17","25","19","1.62","1.23","18.62","1.21","777","873","-96","47.09","-0.18","34","43","-9","44.16","0.57","33.32","34.46","-1.14","49.16","1.11","16","23","7","151","9.81","7.81","0.51","9.41","99.11","50.59","26.83","30.01","48.14","29.4","50.56"
"Deryk Engelland","11-12","PIT","D","73","1085.9","4","12","16","9","0.88","0.5","24.65","1.36","1029","951","78","51.97","-3.54","47","39","8","54.65","0.97","40.1","41.67","-1.57","49.04","-7.06","15","14","-1","182","10.06","3.18","0.18","4.76","101.13","55.26","31.51","27.83","55.15","28.88","49.52"
"Devante Smith-pelly","11-12","ANA","R","49","486.65","5","5","10","7","1.23","0.86","6.43","0.79","393","480","-87","45.02","-4.15","14","21","-7","40","-3.8","16.72","21.04","-4.32","44.28","-1.46","3","5","2","106","13.07","4.85","0.6","8.33","97.94","52.04","21.22","28.43","48.07","28.18","50.23"
"Devin Setoguchi","11-12","MIN","R","69","946.87","9","7","16","12","1.01","0.76","17.02","1.08","810","862","-52","48.44","5.94","26","41","-15","38.81","-3.64","33.97","34.13","-0.16","49.88","5.13","10","12","2","223","14.13","11.61","0.74","7.09","97.34","48.77","29.22","31.68","44.23","29.79","50.32"
"Dion Phaneuf","11-12","TOR","D","82","1484.5","4","11","15","11","0.61","0.44","20.65","0.83","1397","1408","-11","49.8","1.41","53","64","-11","45.3","-1.49","57.39","60.82","-3.43","48.55","1.56","24","20","-4","264","10.67","4.5","0.18","3.33","98.45","48.85","37.32","27.85","48.56","29.86","50.3"
"Dj King","11-12","WSH","L","1","6.97","--","--","--","--","--","--","-0.02","-0.17","5","7","-2","41.67","-5.77","--","--","--","--","--","0.07","0.23","-0.16","23.33","-26.13","--","--","--","1","8.61","0.02","0.17","--","100","16.67","13.69","27.81","48.01","27.71","52.25"
"Dmitry Kulikov","11-12","FLA","D","58","981.6","2","13","15","10","0.92","0.61","13.9","0.85","827","892","-65","48.11","-1.44","36","38","-2","48.65","4.9","29.09","32.89","-3.8","46.93","0.82","12","8","-4","158","9.66","2.39","0.15","3.12","100.69","45.68","35.3","27.91","49.3","29.36","49.95"
"Dmitry Orlov","11-12","WSH","D","60","900.18","3","11","14","8","0.93","0.53","15.09","1.01","796","802","-6","49.81","2.57","33","30","3","52.38","2.04","31.64","33.78","-2.14","48.36","-1.08","4","5","1","93","6.2","2.05","0.14","6.82","100.65","51.47","30.89","27.48","48.03","28.34","49.48"
"Dominic Moore","11-12","T.B/ S.J","C","79","990.85","3","16","19","12","1.15","0.73","11.96","0.72","828","914","-86","47.53","-2.67","26","44","-18","37.14","-14.54","29.97","35.57","-5.6","45.73","-4.07","24","15","-9","172","10.42","7.22","0.44","3.37","97.02","41.9","26.19","29.12","49.02","28.64","50.05"
"Doug Janik","11-12","DET","D","9","123.78","--","1","1","1","0.48","0.48","2.65","1.28","116","91","25","56.04","1.97","7","5","2","58.33","3.79","5.44","4.18","1.26","56.55","8.89","3","1","-2","25","12.12","0.36","0.17","--","100.47","56.6","28.47","24.38","55.22","27.58","49.53"
"Douglas Murray","11-12","S.J","D","60","951.52","--","3","3","3","0.19","0.19","5.9","0.37","844","965","-121","46.66","-6.64","28","27","1","50.91","0.21","35.51","35.09","0.42","50.3","-5.05","10","5","-5","126","7.95","2.26","0.14","--","100.55","47.75","32.49","28.75","53.83","29.29","50.16"
"Drayson Bowman","11-12","CAR","L","37","450.77","6","5","11","8","1.46","1.06","14.03","1.87","435","421","14","50.82","3.48","18","17","1","51.43","7.09","20.35","16.1","4.25","55.83","8.93","2","4","2","111","14.77","6.05","0.81","9.23","100.02","53.5","25.15","30.25","47.97","29.04","49.93"
"Drew Doughty","11-12","L.A","D","77","1351.35","6","13","19","14","0.84","0.62","35.2","1.56","1330","1071","259","55.39","0.53","42","42","--","50","1.09","54.87","44.4","10.47","55.27","3.69","16","11","-5","222","9.86","5.32","0.24","5.88","98.69","50.14","37.85","28.83","52.52","29.62","49.86"
"Drew Miller","11-12","DET","L","80","853.2","14","11","25","22","1.76","1.55","36.31","2.55","791","666","125","54.29","-0.44","35","29","6","54.69","-7.05","34.16","29.65","4.51","53.53","-0.36","8","10","2","185","13.01","11.43","0.8","11.38","99.67","61.5","22.61","28.05","54.24","28.02","49.52"
"Drew Stafford","11-12","BUF","R","80","1089.13","14","24","38","34","2.09","1.87","41.16","2.27","1026","1033","-7","49.83","1.32","48","39","9","55.17","6.88","40.7","41.78","-1.08","49.35","2.15","17","11","-6","298","16.42","13.97","0.77","7.82","101.87","54.28","28.21","30.24","48.37","29.07","50"
"Duncan Keith","11-12","CHI","D","74","1485.25","3","19","22","12","0.89","0.48","31.25","1.26","1436","1322","114","52.07","-1.33","68","68","--","50","-0.96","61.46","56.36","5.1","52.16","0.69","14","5","-9","262","10.58","4.33","0.17","2.68","99.53","51.76","41.87","28.81","54.2","29.74","50.36"
"Dustin Brown","11-12","L.A","L","82","1157.75","9","22","31","21","1.61","1.09","52.2","2.71","1250","960","290","56.56","2.65","50","36","14","58.14","12.5","46.55","37.05","9.5","55.68","4","15","37","22","287","14.87","12.34","0.64","6.29","100.74","52.75","30.42","31.48","53.22","30","49.97"
"Dustin Byfuglien","11-12","WPG","D","66","1234.12","6","20","26","15","1.26","0.73","35.65","1.73","1271","1107","164","53.45","5.41","55","61","-6","47.41","-6.87","53.98","50.05","3.93","51.89","1.36","18","3","-15","315","15.31","7.11","0.35","4","98.37","54.06","39.75","29.17","49.72","29.51","49.52"
"Dustin Jeffrey","11-12","PIT","C","26","276.05","3","1","4","4","0.87","0.87","5.83","1.27","247","220","27","52.89","-0.48","7","12","-5","36.84","-19.11","8.65","8.69","-0.04","49.88","-2.79","1","1","--","51","11.08","2.74","0.6","10.34","95.26","50","21.81","29.49","53.43","28.58","48.91"
"Dustin Penner","11-12","L.A","R","65","811.98","6","10","16","13","1.18","0.96","26.45","1.95","806","640","166","55.74","0.42","20","25","-5","44.44","-8.7","28.25","25.97","2.28","52.1","-1.5","16","9","-7","196","14.48","8.43","0.62","5.45","97.76","53.76","26.63","30.14","53.7","29.03","49.77"
"Dwight King","11-12","L.A","L","27","339.2","5","7","12","8","2.12","1.42","14.88","2.63","348","275","73","55.86","-2.43","14","9","5","60.87","9.2","15.8","11.22","4.58","58.48","0.47","5","--","-5","59","10.44","4.09","0.72","12.82","101.27","48.24","26.17","30.97","51.72","29.61","49.86"
"Dylan Olsen","11-12","CHI","D","28","331.67","--","1","1","--","0.18","--","1.6","0.29","279","287","-8","49.29","-4.32","9","14","-5","39.13","-13.62","10.76","14.06","-3.3","43.35","-8.5","2","2","--","35","6.33","0.5","0.09","--","98.02","61.85","24.23","27.9","53.63","28.13","49.93"
"Dylan Reese","11-12","NYI","D","28","437.57","1","6","7","3","0.96","0.41","7.5","1.03","396","386","10","50.64","3.37","20","20","--","50","6.16","18.46","16.58","1.88","52.68","4.12","4","2","-2","60","8.23","0.83","0.11","4.17","99.1","48.8","31.99","27.47","47.58","28.74","49.84"
"Ed Jovanovski","11-12","FLA","D","66","850.35","2","5","7","6","0.49","0.42","6.7","0.47","716","784","-68","47.73","-3.39","27","34","-7","44.26","-5.08","23.66","32.41","-8.75","42.2","-6.92","11","9","-2","99","6.99","1.39","0.1","4.35","99.21","54.04","26.89","25.97","49.44","28.12","49.15"
"Eric Belanger","11-12","EDM","C","78","831.67","2","7","9","6","0.65","0.43","7.08","0.51","692","815","-123","45.92","-1.94","21","33","-12","38.89","-11.11","27.1","38.91","-11.81","41.05","-7.8","10","9","-1","167","12.05","6.51","0.47","2.2","98.35","42.42","22.63","29.16","46.89","28.47","49.7"
"Eric Boulton","11-12","N.J","L","51","332.38","--","--","--","--","--","--","-6.81","-1.23","171","293","-122","36.85","-15.54","--","12","-12","--","-54.14","6.91","11.95","-5.04","36.64","-18.04","24","16","-8","37","6.68","1.73","0.31","--","93.06","50.33","13.52","26.83","50.04","27.13","49.13"
"Eric Brewer","11-12","T.B","D","82","1471.77","1","11","12","6","0.49","0.24","4.9","0.2","1191","1432","-241","45.41","-3.07","65","72","-7","47.45","-1.15","52.69","57.3","-4.61","47.9","0.84","13","3","-10","181","7.38","3.7","0.15","1.39","100.17","33.8","37.7","28.49","48.54","29.66","50.04"
"Eric Fehr","11-12","WPG","R","35","321.18","2","1","3","2","0.56","0.37","5.58","1.04","284","279","5","50.44","1.42","4","9","-5","30.77","-20.23","10.27","8.6","1.67","54.43","5.92","5","3","-2","84","15.69","4.27","0.8","4.08","95.67","55.83","18.88","28.56","49.39","28.03","49.52"
"Eric Nystrom","11-12","DAL","L","74","891.05","15","5","20","18","1.35","1.21","17.3","1.16","761","854","-93","47.12","-3.8","27","37","-10","42.19","-8.06","27.21","34.32","-7.11","44.22","-4.9","8","10","2","175","11.78","9.28","0.62","15.62","98.31","44.78","25.34","28.94","46.65","28.71","50.05"
